,filename,cell_type,xmin,xmax,ymin,ymax
695,35.jpg,RBC,95,208,224,330
696,35.jpg,Platelets,132,174,111,157
697,35.jpg,Platelets,364,397,63,101
698,35.jpg,RBC,1,102,248,347
699,36.jpg,WBC,415,533,304,427
700,36.jpg,RBC,155,255,389,455
701,36.jpg,RBC,96,194,399,476
702,36.jpg,RBC,11,91,261,360
703,36.jpg,RBC,19,99,312,411
704,36.jpg,RBC,14,94,77,176
705,36.jpg,RBC,22,122,142,243
706,36.jpg,RBC,61,140,194,295
707,36.jpg,RBC,93,172,224,325
708,36.jpg,RBC,117,196,233,334
709,36.jpg,RBC,171,265,236,340
710,36.jpg,RBC,265,359,186,290
711,36.jpg,RBC,186,294,112,236
712,36.jpg,Platelets,140,174,117,156
713,36.jpg,Platelets,373,407,62,101
714,36.jpg,RBC,281,373,94,176
715,36.jpg,RBC,515,607,41,123
716,36.jpg,RBC,472,565,15,138
717,36.jpg,RBC,544,638,128,251
718,36.jpg,RBC,562,640,206,299
719,36.jpg,RBC,475,568,229,323
720,36.jpg,RBC,439,532,191,285
721,36.jpg,RBC,392,485,178,272
722,36.jpg,RBC,547,640,332,426
723,36.jpg,RBC,547,640,386,480
724,36.jpg,RBC,488,581,386,480
725,36.jpg,RBC,137,230,15,109
726,36.jpg,RBC,385,478,30,124
727,37.jpg,WBC,107,270,212,347
728,37.jpg,RBC,245,370,86,198
729,37.jpg,RBC,47,140,165,259
730,37.jpg,RBC,12,145,76,179
731,37.jpg,RBC,195,296,346,447
732,37.jpg,RBC,120,221,358,459
733,37.jpg,RBC,83,184,356,457
734,37.jpg,RBC,15,116,356,457
735,37.jpg,RBC,310,411,309,410
736,37.jpg,RBC,417,518,304,405
737,37.jpg,RBC,485,586,197,298
738,37.jpg,RBC,474,589,2,111
739,37.jpg,RBC,358,474,1,95
740,37.jpg,RBC,111,227,1,95
741,37.jpg,RBC,131,247,77,172
742,37.jpg,Platelets,1,45,19,61
743,37.jpg,Platelets,548,583,293,324
744,37.jpg,RBC,377,502,171,283
745,37.jpg,RBC,487,574,391,480
746,38.jpg,WBC,242,457,117,332
747,38.jpg,RBC,140,249,308,415
748,38.jpg,RBC,96,205,362,469
749,38.jpg,RBC,1,89,323,430
750,38.jpg,RBC,79,212,212,317
751,38.jpg,RBC,105,238,108,213
752,38.jpg,RBC,463,596,104,209
753,38.jpg,RBC,526,640,95,189
754,38.jpg,RBC,529,640,204,318
755,38.jpg,RBC,464,575,312,426
756,38.jpg,RBC,332,457,314,428
757,38.jpg,RBC,255,380,322,436
758,38.jpg,RBC,264,387,392,480
759,38.jpg,RBC,12,123,106,207
760,38.jpg,RBC,538,639,1,85
761,38.jpg,Platelets,428,473,11,50
762,38.jpg,Platelets,489,534,46,85
763,38.jpg,Platelets,48,93,206,245
764,39.jpg,WBC,261,424,219,381
765,39.jpg,RBC,228,374,13,121
766,39.jpg,RBC,321,437,117,236
767,39.jpg,RBC,478,594,83,202
768,39.jpg,RBC,435,551,147,266
769,39.jpg,RBC,414,530,220,339
770,39.jpg,RBC,480,579,250,352
771,39.jpg,RBC,478,577,304,406
772,39.jpg,RBC,455,554,353,455
773,39.jpg,RBC,531,630,310,412
774,39.jpg,RBC,1,80,12,128
775,39.jpg,RBC,76,198,1,109
776,39.jpg,RBC,427,562,1,114
777,39.jpg,Platelets,396,440,2,60
778,39.jpg,Platelets,210,252,419,453
779,39.jpg,RBC,196,294,111,220
780,39.jpg,RBC,25,123,151,260
781,39.jpg,RBC,43,132,410,480
782,39.jpg,RBC,124,213,410,480
783,39.jpg,RBC,1,98,373,460
784,40.jpg,WBC,116,278,192,319
785,40.jpg,RBC,65,151,42,172
786,40.jpg,RBC,236,330,281,377
787,40.jpg,RBC,355,449,316,412
788,40.jpg,RBC,545,639,187,313
789,40.jpg,RBC,545,640,81,207
790,40.jpg,RBC,562,640,1,101
791,40.jpg,RBC,151,260,1,84
792,40.jpg,RBC,248,396,1,77
793,40.jpg,RBC,303,412,149,233
794,40.jpg,RBC,95,260,377,476
795,40.jpg,Platelets,401,451,179,215
796,40.jpg,Platelets,1,30,282,321
797,40.jpg,RBC,442,553,222,350
798,40.jpg,RBC,411,505,346,442
799,40.jpg,RBC,463,563,384,480
800,41.jpg,WBC,76,217,106,228
801,41.jpg,WBC,498,639,304,480
802,41.jpg,Platelets,177,211,76,115
803,41.jpg,Platelets,61,95,441,480
804,41.jpg,RBC,17,144,330,428
805,41.jpg,RBC,107,234,345,443
806,41.jpg,RBC,86,213,223,321
807,41.jpg,RBC,31,158,208,306
808,41.jpg,RBC,367,494,286,384
809,41.jpg,RBC,346,473,175,273
810,41.jpg,RBC,296,423,46,144
811,41.jpg,RBC,417,511,84,188
812,41.jpg,RBC,4,98,1,104
813,41.jpg,RBC,1,77,97,200
814,41.jpg,RBC,564,640,49,167
815,41.jpg,RBC,507,623,126,245
816,42.jpg,WBC,196,345,257,411
817,42.jpg,WBC,1,121,40,154
818,42.jpg,RBC,68,209,371,473
819,42.jpg,RBC,69,154,288,383
820,42.jpg,RBC,409,517,54,161
821,42.jpg,RBC,49,157,142,249
822,42.jpg,RBC,207,315,59,166
823,42.jpg,RBC,170,278,145,252
824,42.jpg,RBC,301,409,23,130
825,42.jpg,RBC,503,611,168,275
826,42.jpg,RBC,520,628,94,201
827,42.jpg,RBC,505,613,30,137
828,42.jpg,RBC,516,622,415,480
829,42.jpg,RBC,1,79,323,435
830,42.jpg,Platelets,520,555,377,413
831,42.jpg,Platelets,561,596,366,402
832,42.jpg,Platelets,353,388,434,470
833,42.jpg,Platelets,114,150,126,157
834,42.jpg,RBC,387,482,319,412
835,42.jpg,Platelets,502,537,310,346
836,43.jpg,RBC,326,422,235,338
837,43.jpg,RBC,173,269,272,375
838,43.jpg,RBC,223,319,273,376
839,43.jpg,RBC,240,344,361,460
840,43.jpg,RBC,81,185,336,435
841,43.jpg,RBC,1,103,344,443
842,43.jpg,RBC,349,445,398,480
843,43.jpg,RBC,386,482,386,468
844,43.jpg,RBC,410,506,360,442
845,43.jpg,RBC,451,547,339,421
846,43.jpg,RBC,475,571,319,401
847,43.jpg,RBC,495,591,304,386
848,43.jpg,RBC,437,533,201,283
849,43.jpg,RBC,470,566,209,291
850,43.jpg,RBC,506,602,222,304
851,43.jpg,RBC,390,489,90,194
852,43.jpg,RBC,1,99,109,213
853,43.jpg,RBC,80,180,69,173
854,43.jpg,RBC,184,269,103,184
855,43.jpg,RBC,343,428,13,94
856,43.jpg,RBC,555,640,139,220
857,43.jpg,WBC,491,633,21,144
858,43.jpg,RBC,230,326,183,286
859,43.jpg,RBC,162,258,41,144
860,43.jpg,Platelets,173,204,13,41
861,44.jpg,WBC,312,453,1,92
862,44.jpg,Platelets,47,99,237,281
863,44.jpg,RBC,340,473,143,259
864,44.jpg,RBC,245,358,129,233
865,44.jpg,RBC,241,354,29,133
866,44.jpg,RBC,138,251,294,398
867,44.jpg,RBC,61,174,313,417
868,44.jpg,RBC,157,262,391,480
869,44.jpg,RBC,218,315,417,480
870,44.jpg,RBC,1,109,417,480
871,44.jpg,RBC,521,609,90,181
872,44.jpg,RBC,479,567,109,200
873,44.jpg,RBC,463,551,172,263
874,44.jpg,RBC,499,587,189,280
875,44.jpg,RBC,519,607,209,300
876,44.jpg,RBC,532,640,239,337
877,44.jpg,RBC,485,623,398,480
878,44.jpg,RBC,106,213,22,120
879,44.jpg,RBC,1,85,83,189
880,44.jpg,RBC,7,112,1,91
881,44.jpg,RBC,214,328,284,383
882,44.jpg,RBC,338,415,296,383
883,44.jpg,RBC,334,411,349,436
884,44.jpg,RBC,269,377,387,480
885,45.jpg,WBC,278,383,147,259
886,45.jpg,Platelets,207,240,214,242
887,45.jpg,Platelets,258,291,263,291
888,45.jpg,Platelets,12,40,277,311
889,45.jpg,RBC,32,163,102,230
890,45.jpg,RBC,19,114,1,90
891,45.jpg,RBC,1,95,25,115
892,45.jpg,RBC,110,226,25,117
893,45.jpg,RBC,199,314,1,92
894,45.jpg,RBC,377,485,273,373
895,45.jpg,RBC,416,506,379,480
896,45.jpg,RBC,269,359,379,480
897,45.jpg,RBC,392,494,177,276
898,45.jpg,RBC,478,560,47,136
899,45.jpg,RBC,552,640,1,96
900,45.jpg,RBC,290,394,268,375
901,45.jpg,RBC,232,336,298,405
902,45.jpg,RBC,139,248,318,419
903,45.jpg,RBC,296,392,51,142
904,45.jpg,RBC,371,467,75,166
905,45.jpg,RBC,439,546,1,45
906,46.jpg,Platelets,506,551,192,232
907,46.jpg,WBC,200,355,151,303
908,46.jpg,RBC,149,295,281,387
909,46.jpg,RBC,90,193,144,249
910,46.jpg,RBC,1,102,59,164
911,46.jpg,RBC,1,102,12,117
912,46.jpg,RBC,64,162,1,60
913,46.jpg,RBC,209,317,72,139
914,46.jpg,RBC,404,503,259,370
915,46.jpg,RBC,191,290,369,480
916,46.jpg,RBC,38,137,246,357
917,46.jpg,RBC,396,512,16,118
918,46.jpg,RBC,566,640,96,200
919,46.jpg,RBC,524,640,306,408
920,46.jpg,RBC,548,640,400,480
921,46.jpg,RBC,380,479,349,460
922,46.jpg,RBC,467,555,414,480
923,47.jpg,WBC,156,292,248,363
924,47.jpg,Platelets,140,191,202,250
925,47.jpg,RBC,486,599,81,196
926,47.jpg,RBC,423,507,265,356
927,47.jpg,RBC,556,639,347,438
928,47.jpg,RBC,368,495,315,430
929,47.jpg,RBC,261,388,332,447
930,47.jpg,RBC,369,480,171,263
931,47.jpg,RBC,378,485,44,164
932,47.jpg,RBC,180,278,104,211
933,47.jpg,RBC,58,156,142,249
934,47.jpg,RBC,1,87,124,267
935,47.jpg,RBC,279,377,236,343
936,47.jpg,RBC,282,380,127,234
937,47.jpg,RBC,246,377,1,115
938,47.jpg,RBC,153,254,1,78
939,47.jpg,RBC,453,594,1,108
940,47.jpg,RBC,1,68,241,351
941,47.jpg,RBC,41,139,1,108
942,48.jpg,RBC,111,205,149,254
943,48.jpg,RBC,484,593,80,186
944,48.jpg,RBC,365,474,109,215
945,48.jpg,RBC,421,528,301,418
946,48.jpg,RBC,250,348,313,419
947,48.jpg,RBC,158,256,317,423
948,48.jpg,RBC,321,424,39,146
949,48.jpg,RBC,29,141,64,169
950,48.jpg,RBC,323,449,248,353
951,48.jpg,RBC,514,612,368,474
952,48.jpg,WBC,172,304,1,117
953,49.jpg,RBC,214,333,81,183
954,49.jpg,RBC,332,423,56,151
955,49.jpg,RBC,346,437,157,252
956,49.jpg,RBC,415,506,241,336
957,49.jpg,RBC,175,255,121,201
958,49.jpg,RBC,448,547,392,480
959,49.jpg,RBC,257,372,388,480
960,49.jpg,RBC,6,121,388,480
961,49.jpg,RBC,494,609,51,150
962,49.jpg,RBC,375,508,1,80
963,49.jpg,RBC,549,640,340,442
964,49.jpg,RBC,571,640,201,333
965,49.jpg,RBC,39,153,84,207
966,49.jpg,RBC,22,136,278,401
967,49.jpg,WBC,113,241,232,366
968,49.jpg,Platelets,294,338,194,234
969,49.jpg,Platelets,241,285,258,298
970,49.jpg,RBC,481,546,236,321
971,50.jpg,RBC,259,370,317,429
972,50.jpg,RBC,95,234,343,454
973,50.jpg,RBC,259,373,57,150
974,50.jpg,RBC,559,640,1,87
975,50.jpg,RBC,433,541,1,115
976,50.jpg,RBC,553,640,115,250
977,50.jpg,RBC,446,533,269,404
978,50.jpg,RBC,392,479,125,260
979,50.jpg,RBC,1,119,72,200
980,50.jpg,RBC,529,640,278,390
981,50.jpg,WBC,106,242,12,143
982,50.jpg,Platelets,316,362,140,180
983,50.jpg,Platelets,354,400,215,255
984,50.jpg,RBC,70,181,221,333
985,51.jpg,RBC,451,560,19,108
986,51.jpg,RBC,408,514,118,211
987,51.jpg,RBC,432,573,415,480
988,51.jpg,RBC,269,373,323,443
989,51.jpg,RBC,288,399,138,232
990,51.jpg,RBC,533,637,205,325
991,51.jpg,RBC,477,600,269,367
992,51.jpg,RBC,135,219,186,265
993,51.jpg,RBC,5,114,218,300
994,51.jpg,RBC,42,161,340,453
995,51.jpg,WBC,145,262,61,166
996,51.jpg,RBC,557,640,125,214
997,51.jpg,RBC,282,377,408,480
998,51.jpg,RBC,180,270,343,434
999,52.jpg,RBC,330,439,15,100
1000,52.jpg,RBC,236,337,20,131
1001,52.jpg,RBC,319,405,231,327
1002,52.jpg,RBC,487,594,143,265
1003,52.jpg,RBC,280,366,407,480
1004,52.jpg,RBC,211,297,407,480
1005,52.jpg,RBC,555,640,304,415
1006,52.jpg,RBC,422,540,283,388
1007,52.jpg,RBC,77,186,1,85
1008,52.jpg,RBC,36,126,12,105
1009,52.jpg,WBC,153,275,134,258
1010,52.jpg,Platelets,601,634,105,146
1011,52.jpg,Platelets,618,640,154,195
1012,52.jpg,Platelets,535,568,381,422
1013,53.jpg,RBC,430,539,111,205
1014,53.jpg,RBC,329,430,121,212
1015,53.jpg,RBC,393,494,366,457
1016,53.jpg,RBC,37,158,12,137
1017,53.jpg,RBC,262,409,1,111
1018,53.jpg,RBC,171,282,204,297
1019,53.jpg,RBC,225,304,312,395
1020,53.jpg,RBC,317,416,350,429
1021,53.jpg,RBC,507,626,323,436
1022,53.jpg,RBC,237,346,99,205
1023,53.jpg,RBC,420,521,18,129
1024,53.jpg,WBC,274,410,236,355
1025,54.jpg,RBC,488,596,252,357
1026,54.jpg,RBC,393,487,127,214
1027,54.jpg,RBC,460,565,64,172
1028,54.jpg,RBC,5,110,319,427
1029,54.jpg,RBC,221,322,315,406
1030,54.jpg,RBC,267,364,17,117
1031,54.jpg,WBC,165,317,71,215
1032,54.jpg,Platelets,549,585,405,444
1033,54.jpg,Platelets,513,549,401,440
1034,54.jpg,RBC,322,415,291,391
1035,54.jpg,RBC,410,503,290,390
1036,55.jpg,RBC,201,314,223,322
1037,55.jpg,RBC,1,89,252,357
1038,55.jpg,RBC,203,292,336,441
1039,55.jpg,RBC,507,624,293,422
1040,55.jpg,RBC,464,577,76,175
1041,55.jpg,RBC,6,141,33,169
1042,55.jpg,RBC,106,188,229,325
1043,55.jpg,RBC,196,289,146,221
1044,55.jpg,WBC,211,338,4,132
1045,55.jpg,Platelets,330,373,442,480
1046,56.jpg,RBC,405,525,191,282
1047,56.jpg,RBC,282,402,269,360
1048,56.jpg,RBC,116,236,366,457
1049,56.jpg,RBC,27,147,281,372
1050,56.jpg,RBC,47,167,95,186
1051,56.jpg,RBC,160,256,36,122
1052,56.jpg,RBC,409,521,49,141
1053,56.jpg,RBC,228,340,312,420
1054,56.jpg,RBC,109,221,178,286
1055,56.jpg,RBC,293,392,55,160
1056,56.jpg,RBC,49,145,1,82
1057,56.jpg,RBC,512,619,416,480
1058,56.jpg,WBC,209,328,173,298
1059,57.jpg,RBC,140,264,161,253
1060,57.jpg,RBC,360,451,283,374
1061,57.jpg,RBC,429,559,302,418
1062,57.jpg,RBC,521,629,231,328
1063,57.jpg,RBC,392,528,153,261
1064,57.jpg,RBC,408,502,56,154
1065,57.jpg,RBC,372,466,1,98
1066,57.jpg,RBC,546,640,48,146
1067,57.jpg,RBC,173,286,1,93
1068,57.jpg,RBC,61,160,1,72
1069,57.jpg,RBC,1,66,25,121
1070,57.jpg,WBC,91,249,261,399
1071,57.jpg,Platelets,264,305,80,125
1072,58.jpg,RBC,21,118,187,288
1073,58.jpg,RBC,194,291,91,192
1074,58.jpg,RBC,543,640,230,331
1075,58.jpg,RBC,431,548,134,239
1076,58.jpg,RBC,210,303,203,301
1077,58.jpg,RBC,118,206,1,81
1078,58.jpg,RBC,169,257,371,452
1079,58.jpg,RBC,38,163,78,177
1080,58.jpg,RBC,383,483,61,156
1081,58.jpg,WBC,366,493,295,417
1082,59.jpg,RBC,474,609,202,309
1083,59.jpg,RBC,356,441,248,333
1084,59.jpg,RBC,393,494,343,429
1085,59.jpg,RBC,232,334,150,240
1086,59.jpg,RBC,416,518,1,90
1087,59.jpg,RBC,204,306,45,135
1088,59.jpg,RBC,218,320,316,406
1089,59.jpg,RBC,507,612,308,399
1090,59.jpg,RBC,501,603,406,480
1091,59.jpg,RBC,1,85,228,308
1092,59.jpg,WBC,28,172,129,243
1093,60.jpg,RBC,166,266,180,287
1094,60.jpg,RBC,33,133,127,234
1095,60.jpg,RBC,557,640,150,272
1096,60.jpg,RBC,244,337,17,107
1097,60.jpg,RBC,17,111,1,68
1098,60.jpg,WBC,253,387,275,392
1099,60.jpg,WBC,404,538,107,224
1100,60.jpg,Platelets,495,534,298,335
1101,61.jpg,RBC,91,194,3,109
1102,61.jpg,RBC,92,188,150,259
1103,61.jpg,RBC,469,581,54,150
1104,61.jpg,RBC,377,489,316,412
1105,61.jpg,RBC,98,185,367,455
1106,61.jpg,RBC,16,103,34,122
1107,61.jpg,RBC,289,376,311,399
1108,61.jpg,RBC,522,627,407,478
1109,61.jpg,WBC,435,577,194,329
1110,61.jpg,Platelets,464,507,136,174
1111,62.jpg,RBC,20,130,1,107
1112,62.jpg,RBC,140,250,69,176
1113,62.jpg,RBC,1,99,329,430
1114,62.jpg,RBC,255,357,188,292
1115,62.jpg,RBC,367,469,74,178
1116,62.jpg,RBC,537,640,131,235
1117,62.jpg,RBC,495,598,229,333
1118,62.jpg,RBC,412,500,230,314
1119,62.jpg,RBC,440,528,415,480
1120,62.jpg,RBC,12,114,102,206
1121,62.jpg,RBC,81,176,232,353
1122,62.jpg,WBC,137,272,344,471
1123,63.jpg,RBC,235,349,23,127
1124,63.jpg,RBC,388,488,147,243
1125,63.jpg,RBC,482,598,218,338
1126,63.jpg,RBC,359,475,259,379
1127,63.jpg,RBC,34,148,172,243
1128,63.jpg,RBC,283,374,365,450
1129,63.jpg,RBC,291,382,299,384
1130,63.jpg,RBC,29,120,394,479
1131,63.jpg,RBC,531,622,339,424
1132,63.jpg,WBC,1,94,224,351
1133,63.jpg,Platelets,15,55,107,145
1134,63.jpg,Platelets,359,393,120,157
1135,63.jpg,Platelets,322,356,110,147
1136,63.jpg,Platelets,382,423,89,128
1137,64.jpg,RBC,17,114,235,335
1138,64.jpg,RBC,210,307,272,372
1139,64.jpg,RBC,325,445,134,238
1140,64.jpg,RBC,270,380,57,158
1141,64.jpg,RBC,160,283,1,86
1142,64.jpg,RBC,190,298,153,253
1143,64.jpg,RBC,428,536,379,480
1144,64.jpg,RBC,477,585,196,297
1145,64.jpg,RBC,487,575,16,98
1146,64.jpg,RBC,525,613,122,204
1147,64.jpg,RBC,1,115,321,439
1148,64.jpg,RBC,111,225,308,406
1149,64.jpg,WBC,341,482,260,385
1150,64.jpg,Platelets,306,345,342,373
1151,64.jpg,Platelets,438,474,198,234
1152,65.jpg,RBC,119,233,394,479
1153,65.jpg,RBC,187,301,1,85
1154,65.jpg,RBC,501,607,230,326
1155,65.jpg,RBC,520,626,384,480
1156,65.jpg,RBC,299,414,175,281
1157,65.jpg,RBC,96,211,21,127
1158,65.jpg,RBC,45,160,119,225
1159,65.jpg,RBC,47,155,263,386
1160,65.jpg,RBC,534,640,295,390
1161,65.jpg,RBC,429,535,140,235
1162,65.jpg,WBC,167,296,83,206
1163,65.jpg,WBC,375,471,348,439
1164,66.jpg,RBC,300,427,365,474
1165,66.jpg,RBC,487,614,17,126
1166,66.jpg,RBC,160,265,200,300
1167,66.jpg,RBC,69,193,8,109
1168,66.jpg,RBC,181,286,91,191
1169,66.jpg,RBC,82,191,280,394
1170,66.jpg,RBC,509,618,252,366
1171,66.jpg,RBC,83,207,128,253
1172,66.jpg,WBC,173,306,358,480
1173,67.jpg,RBC,204,354,56,155
1174,67.jpg,RBC,116,214,223,317
1175,67.jpg,RBC,517,610,239,365
1176,67.jpg,WBC,189,314,288,408
1177,68.jpg,RBC,253,391,385,480
1178,68.jpg,RBC,410,529,121,215
1179,68.jpg,RBC,553,640,166,260
1180,68.jpg,RBC,295,387,189,285
1181,68.jpg,RBC,169,256,386,480
1182,68.jpg,RBC,222,306,288,373
1183,68.jpg,RBC,24,143,1,91
1184,68.jpg,RBC,111,206,237,323
1185,68.jpg,RBC,545,640,261,347
1186,68.jpg,RBC,562,640,351,437
1187,68.jpg,RBC,365,444,201,276
1188,68.jpg,WBC,211,353,49,177
1189,68.jpg,Platelets,263,293,194,223
1190,68.jpg,Platelets,513,543,220,249
1191,69.jpg,RBC,87,176,300,396
1192,69.jpg,RBC,299,416,180,283
1193,69.jpg,RBC,553,640,229,322
1194,69.jpg,RBC,509,613,142,245
1195,69.jpg,RBC,499,605,1,101
1196,69.jpg,RBC,453,559,62,163
1197,69.jpg,RBC,534,640,58,159
1198,69.jpg,RBC,408,525,239,342
1199,69.jpg,RBC,329,418,378,472
1200,69.jpg,RBC,491,584,398,480
1201,69.jpg,RBC,406,499,398,480
1202,69.jpg,RBC,6,99,398,480
1203,69.jpg,RBC,152,235,23,129
1204,69.jpg,WBC,6,130,10,154
1205,69.jpg,Platelets,331,378,35,75
1206,70.jpg,RBC,251,353,167,275
1207,70.jpg,RBC,345,447,221,329
1208,70.jpg,RBC,251,353,252,360
1209,70.jpg,RBC,148,250,160,268
1210,70.jpg,RBC,437,556,363,480
1211,70.jpg,RBC,509,613,242,344
1212,70.jpg,RBC,544,640,1,79
1213,70.jpg,RBC,29,131,167,275
1214,70.jpg,RBC,457,545,246,349
1215,70.jpg,RBC,1,74,1,131
1216,70.jpg,WBC,166,325,6,114
1217,71.jpg,RBC,216,321,243,333
1218,71.jpg,RBC,535,640,184,302
1219,71.jpg,RBC,158,284,136,215
1220,71.jpg,RBC,221,324,383,464
1221,71.jpg,RBC,453,556,50,131
1222,71.jpg,RBC,309,412,135,216
1223,71.jpg,RBC,1,94,355,448
1224,71.jpg,RBC,102,199,1,78
1225,71.jpg,RBC,117,214,398,476
1226,71.jpg,RBC,543,640,401,480
1227,71.jpg,RBC,362,460,390,469
1228,71.jpg,WBC,98,211,235,351
1229,72.jpg,RBC,10,94,163,258
1230,72.jpg,RBC,243,346,200,327
1231,72.jpg,RBC,477,580,123,250
1232,72.jpg,RBC,416,527,316,441
1233,72.jpg,RBC,385,480,155,256
1234,72.jpg,RBC,391,486,26,127
1235,72.jpg,RBC,1,87,312,412
1236,72.jpg,RBC,566,640,71,171
1237,72.jpg,WBC,134,304,92,209
1238,72.jpg,Platelets,260,299,364,400
1239,72.jpg,Platelets,472,511,255,291
1240,73.jpg,RBC,400,504,247,345
1241,73.jpg,RBC,400,504,306,404
1242,73.jpg,RBC,536,640,189,287
1243,73.jpg,RBC,332,437,1,87
1244,73.jpg,RBC,65,168,37,149
1245,73.jpg,RBC,452,556,8,95
1246,73.jpg,RBC,442,546,145,253
1247,73.jpg,RBC,252,356,166,264
1248,73.jpg,RBC,1,79,116,216
1249,73.jpg,RBC,301,402,366,467
1250,73.jpg,RBC,328,429,92,193
1251,73.jpg,WBC,92,257,311,449
1252,73.jpg,Platelets,173,209,102,138
1253,73.jpg,Platelets,598,639,399,440
1254,74.jpg,RBC,487,602,106,218
1255,74.jpg,RBC,485,600,217,329
1256,74.jpg,RBC,1,107,323,436
1257,74.jpg,RBC,447,549,322,416
1258,74.jpg,RBC,229,331,56,150
1259,74.jpg,RBC,1,77,1,65
1260,74.jpg,RBC,323,425,273,350
1261,74.jpg,RBC,142,244,264,341
1262,74.jpg,RBC,221,323,148,225
1263,74.jpg,RBC,340,442,1,77
1264,74.jpg,RBC,185,288,352,440
1265,74.jpg,RBC,76,179,103,191
1266,74.jpg,RBC,399,506,107,213
1267,74.jpg,RBC,361,479,365,469
1268,74.jpg,RBC,227,302,281,353
1269,74.jpg,WBC,1,121,199,316
1270,74.jpg,Platelets,532,558,298,325
1271,75.jpg,RBC,346,456,196,279
1272,75.jpg,RBC,243,353,266,349
1273,75.jpg,RBC,239,343,174,270
1274,75.jpg,RBC,232,336,1,88
1275,75.jpg,RBC,104,211,1,106
1276,75.jpg,RBC,299,415,60,162
1277,75.jpg,RBC,499,613,28,127
1278,75.jpg,RBC,7,111,287,383
1279,75.jpg,RBC,210,314,367,463
1280,75.jpg,RBC,493,597,98,194
1281,75.jpg,RBC,444,512,1,67
1282,75.jpg,RBC,14,95,405,480
1283,75.jpg,RBC,149,235,279,361
1284,75.jpg,RBC,137,211,382,459
1285,75.jpg,WBC,301,451,346,462
1286,75.jpg,Platelets,358,401,300,345
1287,75.jpg,Platelets,249,292,87,132
1288,76.jpg,RBC,93,212,64,157
1289,76.jpg,RBC,1,93,1,141
1290,76.jpg,RBC,15,110,375,475
1291,76.jpg,RBC,264,397,223,333
1292,76.jpg,RBC,1,133,204,314
1293,76.jpg,RBC,477,610,292,402
1294,76.jpg,RBC,422,522,207,311
1295,76.jpg,RBC,446,546,376,480
1296,76.jpg,RBC,216,332,99,201
1297,76.jpg,RBC,110,226,293,395
1298,76.jpg,WBC,257,380,335,456
1299,77.jpg,WBC,91,272,255,402
1300,77.jpg,Platelets,462,498,83,119
1301,77.jpg,Platelets,429,482,16,65
1302,77.jpg,Platelets,165,201,431,467
1303,77.jpg,RBC,514,633,267,372
1304,77.jpg,RBC,209,328,151,256
1305,77.jpg,RBC,247,366,119,224
1306,77.jpg,RBC,310,429,135,240
1307,77.jpg,RBC,356,475,130,235
1308,77.jpg,RBC,399,518,153,258
1309,77.jpg,RBC,437,556,161,266
1310,77.jpg,RBC,506,625,137,242
1311,77.jpg,RBC,113,232,1,105
1312,77.jpg,RBC,217,336,1,105
1313,77.jpg,RBC,292,411,27,132
1314,77.jpg,RBC,1,100,182,312
1315,77.jpg,RBC,358,478,398,480
1316,78.jpg,WBC,71,192,126,245
1317,78.jpg,Platelets,450,490,51,88
1318,78.jpg,Platelets,554,594,360,397
1319,78.jpg,Platelets,511,551,425,462
1320,78.jpg,Platelets,1,39,204,241
1321,78.jpg,RBC,428,546,103,202
1322,78.jpg,RBC,305,423,254,353
1323,78.jpg,RBC,269,387,368,467
1324,78.jpg,RBC,1,118,244,343
1325,78.jpg,RBC,1,118,307,406
1326,78.jpg,RBC,77,170,424,480
1327,78.jpg,RBC,191,302,55,184
1328,78.jpg,RBC,239,333,173,266
1329,78.jpg,RBC,377,466,327,432
1330,78.jpg,RBC,294,388,157,250
1331,79.jpg,RBC,495,605,100,187
1332,79.jpg,RBC,407,516,88,179
1333,79.jpg,RBC,351,465,195,307
1334,79.jpg,RBC,373,479,386,480
1335,79.jpg,RBC,127,233,1,93
1336,79.jpg,RBC,296,402,86,179
1337,79.jpg,RBC,129,235,347,440
1338,79.jpg,WBC,192,296,223,329
1339,80.jpg,RBC,413,537,202,317
1340,80.jpg,RBC,227,338,372,457
1341,80.jpg,RBC,34,145,2,100
1342,80.jpg,RBC,122,233,236,334
1343,80.jpg,RBC,367,478,123,221
1344,80.jpg,RBC,1,108,139,249
1345,80.jpg,RBC,245,356,123,221
1346,80.jpg,RBC,526,637,56,154
1347,80.jpg,RBC,419,514,1,78
1348,80.jpg,RBC,1,92,300,393
1349,80.jpg,WBC,254,381,225,370
1350,80.jpg,Platelets,61,88,387,415
1351,80.jpg,Platelets,77,103,432,472
1352,81.jpg,RBC,211,321,345,417
1353,81.jpg,RBC,385,495,125,240
1354,81.jpg,RBC,249,359,112,227
1355,81.jpg,RBC,487,604,159,275
1356,81.jpg,RBC,204,319,1,103
1357,81.jpg,RBC,67,151,286,383
1358,81.jpg,RBC,475,566,403,480
1359,81.jpg,RBC,308,426,403,480
1360,81.jpg,RBC,26,129,59,169
1361,81.jpg,RBC,1,80,20,146
1362,81.jpg,WBC,306,451,236,374
1363,81.jpg,Platelets,304,333,217,253
1364,82.jpg,RBC,230,358,143,243
1365,82.jpg,RBC,237,348,1,84
1366,82.jpg,RBC,134,245,78,162
1367,82.jpg,RBC,80,173,53,136
1368,82.jpg,RBC,495,591,1,79
1369,82.jpg,RBC,106,199,203,287
1370,82.jpg,RBC,408,501,383,467
